Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Ladies Trophy,2021-03-15,2021-03-21,3,Kasatkina D.,Gasparyan M.,61.0,126.0,6-3,2-1,,Gasparyan M. Retired
Miami Open,2021-03-23,2021-04-03,3,Krejcikova B.,Blinkova A.,39.0,73.0,6-1,3-6,6-3,Completed
Miami Open,2021-03-23,2021-04-03,3,Montgomery R.,Linette M.,368.0,50.0,1-6,6-3,0-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Mchale C.,Siegemund L.,90.0,59.0,3-6,5-7,,Completed
Miami Open,2021-03-23,2021-04-03,3,Cirstea S.,Scott K.,66.0,443.0,6-2,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Podoroska N.,Sherif M.,48.0,124.0,6-3,6-1,,Completed
Miami Open,2021-03-23,2021-04-03,3,Wang Xin.,Peterson R.,150.0,62.0,6-2,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Williams V.,Diyas Z.,79.0,89.0,2-6,6-7,,Completed
Miami Open,2021-03-23,2021-04-03,3,Davis L.,Kanepi K.,80.0,64.0,3-6,5-7,,Completed
Miami Open,2021-03-23,2021-04-03,3,Bouzkova M.,Rus A.,47.0,84.0,3-6,2-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Rogers S.,Brengle M.,52.0,82.0,6-3,6-3,,Completed
Miami Open,2021-03-23,2021-04-03,3,Tomljanovic A.,Potapova A.,77.0,75.0,7-5,6-0,,Completed
Miami Open,2021-03-23,2021-04-03,3,Teichmann J.,Badosa P.,41.0,71.0,6-5,,,Teichmann J. Retired
Miami Open,2021-03-23,2021-04-03,3,Zhang S.,Petkovic A.,43.0,107.0,5-7,1-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Sorribes Tormo S.,Pera B.,58.0,68.0,6-2,2-6,7-5,Completed
Miami Open,2021-03-23,2021-04-03,3,Siniakova K.,Konjuh A.,70.0,338.0,6-7,5-7,,Completed
Miami Open,2021-03-23,2021-04-03,3,Begu I.,Kalinskaya A.,74.0,115.0,4-6,6-7,,Completed
Miami Open,2021-03-23,2021-04-03,3,Mladenovic K.,Collins D.,56.0,40.0,3-6,3-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Ostapenko J.,Wang Xiy.,54.0,135.0,6-4,6-7,6-1,Completed
Miami Open,2021-03-23,2021-04-03,3,Zarazua R.,Hibino N.,147.0,83.0,6-4,4-6,6-1,Completed
Miami Open,2021-03-23,2021-04-03,3,Zheng S.,Ferro F.,53.0,44.0,2-6,6-4,6-3,Completed
Miami Open,2021-03-23,2021-04-03,3,Pliskova Kr.,Boulter K.,78.0,319.0,6-4,3-6,3-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Cornet A.,Kuznetsova S.,61.0,35.0,2-6,6-2,6-1,Completed
Miami Open,2021-03-23,2021-04-03,3,Martincova T.,Shvedova Y.,105.0,822.0,6-4,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Bolsova A.,Wang Q.,109.0,38.0,1-6,6-3,3-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Danilovic O.,Sevastova A.,160.0,57.0,1-6,6-3,6-7,Completed
Miami Open,2021-03-23,2021-04-03,3,Garcia C.,Buzarnescu M.,51.0,137.0,6-1,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Stojanovic N.,Watson H.,95.0,65.0,6-4,6-1,,Completed
Miami Open,2021-03-23,2021-04-03,3,Pironkova T.,Kostyuk M.,131.0,85.0,7-6,3-6,6-3,Completed
Miami Open,2021-03-23,2021-04-03,3,Kucova K.,Baptiste H.,149.0,236.0,6-4,2-6,7-5,Completed
Miami Open,2021-03-23,2021-04-03,3,Dodin O.,Stephens S.,120.0,49.0,7-6,4-6,2-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Cocciaretto E.,Sanders S.,113.0,203.0,1-6,7-5,1-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Samsonova L.,Giorgi C.,126.0,86.0,6-2,6-4,,Completed
Miami Open,2021-03-23,2021-04-03,3,Alexandrova E.,Podoroska N.,34.0,48.0,6-0,6-4,,Completed
Miami Open,2021-03-23,2021-04-03,3,Diyas Z.,Bencic B.,89.0,12.0,2-6,1-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Konjuh A.,Keys M.,338.0,19.0,6-4,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Svitolina E.,Rogers S.,5.0,52.0,3-6,7-5,6-3,Completed
Miami Open,2021-03-23,2021-04-03,3,Azarenka V.,Siegemund L.,15.0,59.0,,,,Siegemund L. Retired
Miami Open,2021-03-23,2021-04-03,3,Konta J.,Linette M.,18.0,50.0,6-4,7-5,,Completed
Miami Open,2021-03-23,2021-04-03,3,Flipkens K.,Ostapenko J.,94.0,54.0,2-6,7-5,3-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Kerber A.,Zarazua R.,26.0,147.0,6-0,6-0,,Completed
Miami Open,2021-03-23,2021-04-03,3,Swiatek I.,Krejcikova B.,16.0,39.0,6-4,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Barty A.,Kucova K.,1.0,149.0,6-3,4-6,7-5,Completed
Miami Open,2021-03-23,2021-04-03,3,Pironkova T.,Sabalenka A.,131.0,8.0,6-0,3-6,6-7,Completed
Miami Open,2021-03-23,2021-04-03,3,Vondrousova M.,Wang Q.,20.0,38.0,6-4,6-4,,Completed
Miami Open,2021-03-23,2021-04-03,3,Collins D.,Kudermetova V.,40.0,37.0,3-6,2-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Garcia C.,Halep S.,51.0,3.0,6-3,4-6,0-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Cornet A.,Kvitova P.,61.0,10.0,0-6,4-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Gauff C.,Sevastova A.,36.0,57.0,6-1,2-6,3-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Sanders S.,Pegula J.,203.0,33.0,3-6,4-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Muguruza G.,Wang Xin.,13.0,150.0,6-4,6-1,,Completed
Miami Open,2021-03-23,2021-04-03,3,Boulter K.,Mertens E.,319.0,17.0,4-6,1-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Zheng S.,Pliskova Ka.,53.0,6.0,2-6,1-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Kanepi K.,Rybakina E.,64.0,23.0,4-6,0-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Stojanovic N.,Putintseva Y.,95.0,28.0,5-7,7-5,6-2,Completed
Miami Open,2021-03-23,2021-04-03,3,Osaka N.,Tomljanovic A.,2.0,77.0,7-6,6-4,,Completed
Miami Open,2021-03-23,2021-04-03,3,Rus A.,Sakkari M.,84.0,25.0,2-6,3-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Anisimova A.,Stephens S.,32.0,49.0,6-3,6-3,,Completed
Miami Open,2021-03-23,2021-04-03,3,Samsonova L.,Bertens K.,126.0,11.0,6-2,6-1,,Completed
Miami Open,2021-03-23,2021-04-03,3,Martic P.,Kalinskaya A.,21.0,115.0,7-5,2-6,6-7,Completed
Miami Open,2021-03-23,2021-04-03,3,Andreescu B.,Martincova T.,9.0,105.0,7-6,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Jabeur O.,Badosa P.,30.0,71.0,7-6,5-7,7-5,Completed
Miami Open,2021-03-23,2021-04-03,3,Cirstea S.,Kontaveit A.,66.0,24.0,3-6,6-4,3-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Petkovic A.,Kenin S.,107.0,4.0,7-6,1-6,3-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Sorribes Tormo S.,Brady J.,58.0,14.0,3-6,6-4,6-1,Completed
Miami Open,2021-03-23,2021-04-03,3,Swiatek I.,Konjuh A.,16.0,338.0,4-6,6-2,2-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Ostapenko J.,Barty A.,54.0,1.0,3-6,2-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Alexandrova E.,Svitolina E.,34.0,5.0,6-7,4-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Azarenka V.,Kerber A.,15.0,26.0,7-5,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Kudermetova V.,Sabalenka A.,37.0,8.0,6-7,4-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Sevastova A.,Halep S.,57.0,3.0,,,,Halep S. Retired
Miami Open,2021-03-23,2021-04-03,3,Vondrousova M.,Bencic B.,20.0,12.0,4-6,6-4,6-4,Completed
Miami Open,2021-03-23,2021-04-03,3,Kvitova P.,Konta J.,10.0,18.0,6-1,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Samsonova L.,Sakkari M.,126.0,25.0,0-6,1-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Pliskova Ka.,Pegula J.,6.0,33.0,1-6,6-4,4-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Rybakina E.,Sorribes Tormo S.,23.0,58.0,1-6,6-3,2-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Stojanovic N.,Osaka N.,95.0,2.0,,,,Stojanovic N. Retired
Miami Open,2021-03-23,2021-04-03,3,Mertens E.,Kontaveit A.,17.0,24.0,6-2,0-6,6-2,Completed
Miami Open,2021-03-23,2021-04-03,3,Muguruza G.,Kalinskaya A.,13.0,115.0,4-6,6-3,6-4,Completed
Miami Open,2021-03-23,2021-04-03,3,Jabeur O.,Kenin S.,30.0,4.0,6-4,4-6,6-4,Completed
Miami Open,2021-03-23,2021-04-03,3,Andreescu B.,Anisimova A.,9.0,32.0,7-6,6-7,6-4,Completed
Miami Open,2021-03-23,2021-04-03,3,Azarenka V.,Barty A.,15.0,1.0,1-6,6-1,2-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Kvitova P.,Svitolina E.,10.0,5.0,6-2,5-7,5-7,Completed
Miami Open,2021-03-23,2021-04-03,3,Sabalenka A.,Vondrousova M.,8.0,20.0,6-1,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Mertens E.,Osaka N.,17.0,2.0,3-6,3-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Sevastova A.,Konjuh A.,57.0,338.0,6-1,7-5,,Completed
Miami Open,2021-03-23,2021-04-03,3,Pegula J.,Sakkari M.,33.0,25.0,4-6,6-2,6-7,Completed
Miami Open,2021-03-23,2021-04-03,3,Jabeur O.,Sorribes Tormo S.,30.0,58.0,4-6,6-0,1-6,Completed
Miami Open,2021-03-23,2021-04-03,3,Andreescu B.,Muguruza G.,9.0,13.0,3-6,6-3,6-2,Completed
Miami Open,2021-03-23,2021-04-03,3,Barty A.,Sabalenka A.,1.0,8.0,6-4,6-7,6-3,Completed
Miami Open,2021-03-23,2021-04-03,3,Svitolina E.,Sevastova A.,5.0,57.0,6-3,6-2,,Completed
Miami Open,2021-03-23,2021-04-03,3,Osaka N.,Sakkari M.,2.0,25.0,0-6,4-6,,Completed
Miami Open,2021-03-23,2021-04-03,3,Andreescu B.,Sorribes Tormo S.,9.0,58.0,6-4,3-6,6-3,Completed
Miami Open,2021-03-23,2021-04-03,3,Barty A.,Svitolina E.,1.0,5.0,6-3,6-3,,Completed
Miami Open,2021-03-23,2021-04-03,3,Sakkari M.,Andreescu B.,25.0,9.0,6-7,6-3,6-7,Completed
Miami Open,2021-03-23,2021-04-03,3,Barty A.,Andreescu B.,1.0,9.0,6-3,4-0,,Andreescu B. Retired
Copa Colsanitas,2021-04-05,2021-04-11,3,Arconada U.M.,Zheng S.,157.0,49.0,3-6,1-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Tomova V.,Friedsam A.L.,146.0,122.0,6-2,6-3,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Voegele S.,Paquet C.,127.0,186.0,3-6,6-1,6-4,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Paolini J.,Ahn K.,103.0,119.0,6-3,6-0,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Bucsa C.,Parrizas Diaz N.,164.0,171.0,3-6,2-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Arango E.,Wang Y.,484.0,123.0,4-6,7-5,5-7,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Bolsova A.,Schmiedlova A.,108.0,109.0,6-4,3-6,6-1,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Rus A.,Bara I.,83.0,132.0,6-4,5-7,6-4,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Sorribes Tormo S.,Errani S.,48.0,112.0,5-7,5-7,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Kalinskaya A.,Zidansek T.,107.0,93.0,0-6,5-7,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Sharma A.,Gatto-Monticone G.,134.0,177.0,6-4,5-7,1-6,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Martincova T.,Kung L.,98.0,153.0,4-6,6-4,6-4,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Vickery S.,Osorio M.,182.0,180.0,3-6,2-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Tan H.,Buzarnescu M.,190.0,136.0,6-3,6-3,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Seguel D.,Tauson C.,213.0,102.0,3-6,6-3,6-2,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Arruabarrena L.,Plazas J.,167.0,982.0,6-0,6-1,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Arruabarrena L.,Paolini J.,167.0,103.0,2-6,6-4,6-2,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Wang Y.,Tomova V.,123.0,146.0,3-6,3-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Rus A.,Parrizas Diaz N.,83.0,171.0,6-7,6-2,1-6,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Bolsova A.,Errani S.,108.0,112.0,4-6,4-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Zheng S.,Voegele S.,49.0,127.0,4-6,1-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Zidansek T.,Gatto-Monticone G.,93.0,177.0,6-2,6-3,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Osorio M.,Martincova T.,180.0,98.0,6-3,6-3,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Tan H.,Seguel D.,190.0,213.0,6-4,7-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Errani S.,Zidansek T.,112.0,93.0,3-6,4-6,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Voegele S.,Osorio M.,127.0,180.0,3-6,5-7,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Parrizas Diaz N.,Tomova V.,171.0,146.0,7-5,2-6,4-6,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Tan H.,Arruabarrena L.,190.0,167.0,6-1,6-4,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Zidansek T.,Tomova V.,93.0,146.0,6-3,7-5,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Osorio M.,Tan H.,180.0,190.0,6-1,6-2,,Completed
Copa Colsanitas,2021-04-05,2021-04-11,3,Zidansek T.,Osorio M.,93.0,180.0,7-5,3-6,4-6,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Doi M.,Shvedova Y.,77.0,738.0,6-3,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Badosa P.,Gracheva V.,71.0,96.0,3-6,7-5,6-1,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Tomljanovic A.,Mchale C.,78.0,89.0,6-3,6-0,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Pera B.,Cornet A.,70.0,59.0,6-4,4-6,4-6,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Linette M.,Anisimova A.,51.0,33.0,7-5,2-6,3-6,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Diyas Z.,Vikhlyantseva N.,88.0,151.0,6-3,6-1,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Min G.,Frech M.,217.0,159.0,2-6,4-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Nara K.,Di Lorenzo F.,162.0,152.0,6-2,6-2,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Bouzkova M.,Babos T.,56.0,106.0,6-2,7-5,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Krawczyk D.,Kudermetova V.,678.0,38.0,1-6,2-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Muhammad A.,Sanders S.,209.0,187.0,2-6,4-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Dart H.,Putintseva Y.,149.0,31.0,6-7,4-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Rybakina E.,Mcnally C.,23.0,118.0,4-6,,,Rybakina E. Retired
Volvo Car Open,2021-04-05,2021-04-11,3,Davis L.,Brengle M.,79.0,81.0,6-4,6-2,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Rogers S.,Mladenovic K.,52.0,55.0,6-4,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Zhang S.,Fernandez L.A.,41.0,72.0,3-6,1-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Kovinic D.,Talaba G.,91.0,214.0,7-6,6-4,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Potapova A.,Sevastova A.,75.0,47.0,3-6,3-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Samsonova L.,Hibino N.,110.0,86.0,6-2,6-1,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Stephens S.,Wang Xin.,57.0,147.0,6-2,6-4,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Trevisan M.,Jabeur O.,99.0,28.0,2-6,2-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Baptiste H.,Dolehide C.,216.0,155.0,6-3,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Navarro E.,Zarazua R.,481.0,141.0,6-4,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Gauff C.,Pironkova T.,36.0,113.0,6-3,6-0,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Frech M.,Muguruza G.,159.0,13.0,1-6,3-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Diyas Z.,Putintseva Y.,88.0,31.0,2-6,2-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Sanders S.,Kvitova P.,187.0,11.0,6-7,2-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Badosa P.,Bencic B.,71.0,12.0,6-2,6-7,6-1,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Mcnally C.,Sevastova A.,118.0,47.0,7-6,2-6,6-4,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Osuigwe W.,Nara K.,168.0,162.0,1-6,4-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Jabeur O.,Baptiste H.,28.0,216.0,6-3,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Kenin S.,Davis L.,4.0,79.0,6-4,3-6,4-6,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Kovinic D.,Fernandez L.A.,91.0,72.0,6-4,3-6,6-3,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Navarro E.,Kudermetova V.,481.0,38.0,4-6,4-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Samsonova L.,Gauff C.,110.0,36.0,6-4,1-6,4-6,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Bouzkova M.,Tomljanovic A.,56.0,78.0,6-4,5-7,5-7,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Mertens E.,Cornet A.,17.0,59.0,5-7,3-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Barty A.,Doi M.,1.0,77.0,6-2,6-1,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Keys M.,Stephens S.,24.0,57.0,4-6,4-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Rogers S.,Anisimova A.,52.0,33.0,1-6,7-5,6-4,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Muguruza G.,Putintseva Y.,13.0,31.0,6-0,2-2,,Muguruza G. Retired
Volvo Car Open,2021-04-05,2021-04-11,3,Kudermetova V.,Nara K.,38.0,162.0,6-0,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Jabeur O.,Cornet A.,28.0,59.0,5-7,6-3,6-3,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Kvitova P.,Kovinic D.,11.0,91.0,4-6,1-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Gauff C.,Davis L.,36.0,79.0,6-2,7-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Badosa P.,Mcnally C.,71.0,118.0,6-3,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Stephens S.,Tomljanovic A.,57.0,78.0,6-3,6-4,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Rogers S.,Barty A.,52.0,1.0,6-7,6-4,4-6,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Putintseva Y.,Kovinic D.,31.0,91.0,7-6,5-7,1-6,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Gauff C.,Jabeur O.,36.0,28.0,3-6,3-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Badosa P.,Barty A.,71.0,1.0,6-4,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Kudermetova V.,Stephens S.,38.0,57.0,6-3,6-4,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Jabeur O.,Kovinic D.,28.0,91.0,3-6,2-6,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Kudermetova V.,Badosa P.,38.0,71.0,6-3,6-3,,Completed
Volvo Car Open,2021-04-05,2021-04-11,3,Kovinic D.,Kudermetova V.,91.0,38.0,4-6,2-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Hibino N.,Doi M.,88.0,78.0,7-5,5-7,6-6,Doi M. Retired
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Tauson C.,Samsonova L.,101.0,109.0,6-3,6-3,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Mcnally C.,Rogers S.,110.0,46.0,0-6,1-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Davis L.,Vandeweghe C.,79.0,228.0,7-6,6-4,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Brengle M.,Vikhlyantseva N.,82.0,149.0,6-0,3-6,6-2,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Zarazua R.,Tomljanovic A.,141.0,77.0,1-6,1-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Liu C.,Sanders S.,189.0,170.0,7-5,4-6,6-0,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Wang Y.,Sharma A.,120.0,165.0,4-6,2-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Di Lorenzo F.,Ahn K.,151.0,122.0,7-6,6-2,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Tomova V.,Kovinic D.,125.0,65.0,3-6,3-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Min G.,Parks A.,203.0,313.0,1-6,4-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Osorio M.,Linette M.,135.0,51.0,6-3,4-6,7-5,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Mchale C.,Errani S.,91.0,112.0,7-6,6-3,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Voegele S.,Jabeur O.,127.0,27.0,4-6,1-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Navarro E.,Martincova T.,404.0,96.0,6-3,3-2,,Martincova T. Retired
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Fruhvirtova L.,Cornet A.,499.0,59.0,6-2,6-7,4-4,Cornet A. Retired
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Kovinic D.,Davis L.,65.0,79.0,6-1,1-6,6-3,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Rogers S.,Liu C.,46.0,189.0,6-2,6-2,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Tomljanovic A.,Tauson C.,77.0,101.0,1-6,4-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Di Lorenzo F.,Hibino N.,151.0,88.0,4-6,3-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Osorio M.,Mchale C.,135.0,91.0,2-6,7-6,7-6,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Parks A.,Jabeur O.,313.0,27.0,4-6,0-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Sharma A.,Brengle M.,165.0,82.0,6-4,4-6,7-5,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Fruhvirtova L.,Navarro E.,499.0,404.0,6-4,6-2,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Kovinic D.,Rogers S.,65.0,46.0,7-5,6-1,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Hibino N.,Jabeur O.,88.0,27.0,0-6,1-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Tauson C.,Osorio M.,101.0,135.0,4-6,0-1,,Tauson C. Retired
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Fruhvirtova L.,Sharma A.,499.0,165.0,4-6,3-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Jabeur O.,Kovinic D.,27.0,65.0,6-3,6-0,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Osorio M.,Sharma A.,135.0,165.0,6-7,1-6,,Completed
MUSC Health Women's Open,2021-04-12,2021-04-18,3,Sharma A.,Jabeur O.,165.0,27.0,2-6,7-5,6-1,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Golubic V.,Parrizas Diaz N.,86.0,161.0,6-4,2-6,6-3,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Siniakova K.,Bucsa C.,69.0,169.0,7-6,3-6,6-3,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Errani S.,Konjuh A.,112.0,241.0,5-7,2-6,,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Wang Q.,Gasanova A.,50.0,182.0,4-6,6-1,6-2,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Mladenovic K.,Haas B.,55.0,156.0,6-4,6-3,,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Kasatkina D.,Mrdeza T.,37.0,243.0,6-1,6-0,,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Rakhimova K.,Kostyuk M.,143.0,85.0,4-6,3-6,,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Cirstea S.,Kozlova K.,67.0,130.0,6-4,7-6,,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Pavlyuchenkova A.,Potapova A.,39.0,76.0,6-7,7-6,4-6,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Bogdan A.,Hibino N.,102.0,82.0,6-3,6-3,,Completed
Istanbul Cup,2021-04-19,2021-04-25,3,Mertens E.,Arruabarrena L.,17.0,181.0,6-2,6-0,,Completed
